"ano","municipio","populacao_total","populacao_6_12"
2021,"5002407",31331,0
2021,"5002605",14018,0
2021,"5002704",929224,0
2021,"5002803",5228,0
2021,"5002902",21644,0
2021,"5002951",30324,0
2021,"5003108",4957,0
2021,"5003157",14631,0
2021,"5003207",101385,0
2021,"5003256",25648,0
2021,"5003306",33489,0
2021,"5003454",13904,0
2021,"5003488",11348,0
2021,"5003504",5733,0
2021,"5003702",248422,0
2021,"5003751",11750,0
2021,"5003801",21083,0
2021,"5003900",3585,0
2021,"5004007",10726,0
2021,"5004106",10317,0
2021,"5004304",14325,0
2021,"5004403",8537,0
2021,"5004502",24568,0
2021,"5004601",19876,0
2021,"5004700",28192,0
2021,"5004809",8403,0
2021,"5004908",7314,0
2021,"5005004",24799,0
2021,"5005103",3696,0
2021,"5005152",6835,0
2021,"5005202",21904,0
2021,"5005251",6962,0
2021,"5005400",45709,0
2021,"5005608",26657,0
2021,"5005681",19502,0
2021,"5005707",52017,0
2021,"5005806",13750,0
2021,"5006002",21747,0
2021,"5006200",50211,0
2021,"5006259",4856,0
2021,"5006275",5531,0
2021,"5006309",42555,0
2021,"5006358",13284,0
2021,"5006408",7190,0
2021,"5006606",94113,0
2021,"5006903",13427,0
2021,"5007109",23548,0
2021,"5007208",38217,0
2021,"5007307",5005,0
2021,"5007406",20358,0
2021,"5007505",5250,0
2021,"5007554",7247,0
2021,"5007695",29718,0
2021,"5007703",11281,0
2021,"5007802",8206,0
2021,"5007901",48411,0
2021,"5007935",14964,0
2021,"5007950",11081,0
2021,"5007976",3763,0
2021,"5008008",18169,0
2021,"5008305",133337,0
2021,"5008404",6425,0
2023,"5000203",17312,0
2023,"5000252",4634,0
2023,"5000609",41101,0
2023,"5000708",24779,0
2023,"5000807",7799,0
2023,"5000856",11095,0
2023,"5000906",9561,0
2023,"5001003",28939,0
2023,"5001102",48583,0
2023,"5001243",11040,0
2023,"5001508",8180,0
2023,"5001904",23790,0
2023,"5002001",10972,0
2023,"5002100",22134,0
2023,"5002159",8819,0
2023,"5002209",24493,0
2023,"5002308",11861,0
2023,"5002407",32042,0
2023,"5002605",13955,0
2023,"5002704",946553,0
2023,"5002803",5144,0
2023,"5002902",21586,0
2023,"5002951",32627,0
2023,"5003108",4898,0
2023,"5003157",14639,0
2023,"5003207",99866,0
2023,"5003256",27302,0
2023,"5003306",33438,0
2023,"5003454",14103,0
2023,"5003488",11427,0
2023,"5003504",5730,0
2023,"5003702",256470,0
2023,"5003751",11653,0
2023,"5003801",21288,0
2023,"5003900",3639,0
2023,"5004007",10753,0
2023,"5004106",10185,0
2023,"5004304",14114,0
2023,"5004403",8646,0
2023,"5004502",24891,0
2023,"5004601",19959,0
2023,"5004700",29144,0
2023,"5004809",8377,0
2023,"5004908",7384,0
2023,"5005004",24601,0
2023,"5005103",3612,0
2023,"5005152",6943,0
2023,"5005202",22163,0
2023,"5005251",6967,0
2023,"5005400",46922,0
2023,"5005608",26539,0
2023,"5005681",19789,0
2023,"5005707",52488,0
2023,"5005806",13516,0
2023,"5006002",22612,0
2023,"5006200",50482,0
2023,"5006259",4810,0
2023,"5006275",5671,0
2023,"5006309",42544,0
2023,"5006358",13290,0
2023,"5006408",7031,0
2023,"5006606",96330,0
2023,"5006903",13028,0
2023,"5007109",23828,0
2023,"5007208",39350,0
2023,"5007307",4950,0
2023,"5007406",20402,0
2023,"5007505",5344,0
2023,"5007554",7174,0
2023,"5007695",31024,0
2023,"5007703",11285,0
2023,"5007802",8459,0
2023,"5007901",49066,0
2023,"5007935",14853,0
2023,"5007950",11125,0
2023,"5007976",3721,0
2023,"5008008",18148,0
2023,"5008305",138576,0
2023,"5008404",6461,0
2024,"5000203",17647,0
2024,"5000252",4648,0
2024,"5000609",41414,0
2024,"5000708",24741,0
2024,"5000807",7735,0
2024,"5000856",11203,0
2024,"5000906",9641,0
2024,"5001003",29446,0
2024,"5001102",48561,0
2024,"5001243",11085,0
2024,"5001508",8276,0
2024,"5001904",24004,0
2024,"5002001",10953,0
2024,"5002100",21965,0
2024,"5002159",8849,0
2024,"5002209",24761,0
2024,"5002308",11840,0
2024,"5002407",32406,0
2024,"5002605",13920,0
2024,"5002704",954537,0
2024,"5002803",5115,0
2024,"5002902",21549,0
2024,"5002951",33791,0
2024,"5003108",4893,0
2024,"5003157",14661,0
2024,"5003207",99107,0
2024,"5003256",28163,0
2024,"5003306",33390,0
2024,"5003454",14210,0
2024,"5003488",11470,0
2024,"5003504",5749,0
2024,"5003702",260640,0
2024,"5003751",11633,0
2024,"5003801",21388,0
2024,"5003900",3709,0
2024,"5004007",10777,0
2024,"5004106",10135,0
2024,"5004304",14017,0
2024,"5004403",8712,0
2024,"5004502",25075,0
2024,"5004601",19996,0
2024,"5004700",29613,0
2024,"5004809",8409,0
2024,"5004908",7425,0
2024,"5005004",24509,0
2024,"5005103",3620,0
2024,"5005152",7009,0
2024,"5005202",22290,0
2024,"5005251",7012,0
2024,"5005400",47558,0
2024,"5005608",26487,0
2024,"5005681",19937,0
2024,"5005707",52707,0
2024,"5005806",13412,0
2024,"5006002",23054,0
2024,"5006200",50610,0
2024,"5006259",4811,0
2024,"5006275",5777,0
2024,"5006309",42543,0
2024,"5006358",13323,0
2024,"5006408",6974,0
2024,"5006606",97577,0
2024,"5006903",12864,0
2024,"5007109",23996,0
2024,"5007208",39936,0
2024,"5007307",4933,0
2024,"5007406",20393,0
2024,"5007505",5407,0
2024,"5007554",7174,0
2024,"5007695",31694,0
2024,"5007703",11301,0
2024,"5007802",8593,0
2024,"5007901",49374,0
2024,"5007935",14822,0
2024,"5007950",11159,0
2024,"5007976",3730,0
2024,"5008008",18139,0
2024,"5008305",141435,0
2024,"5008404",6476,0
2025,"5000203",17901,0
2025,"5000252",4649,0
2025,"5000609",41751,0
2025,"5000708",24781,0
2025,"5000807",7688,0
2025,"5000856",11308,0
2025,"5000906",9717,0
2025,"5001003",29826,0
2025,"5001102",48689,0
2025,"5001243",11125,0
2025,"5001508",8342,0
2025,"5001904",24222,0
2025,"5002001",10947,0
2025,"5002100",21881,0
2025,"5002159",8887,0
2025,"5002209",25034,0
2025,"5002308",11833,0
2025,"5002407",32748,0
2025,"5002605",13928,0
2025,"5002704",962883,0
2025,"5002803",5096,0
2025,"5002902",21565,0
2025,"5002951",34606,0
2025,"5003108",4892,0
2025,"5003157",14685,0
2025,"5003207",98751,0
2025,"5003256",28740,0
2025,"5003306",33440,0
2025,"5003454",14317,0
2025,"5003488",11521,0
2025,"5003504",5768,0
2025,"5003702",264017,0
2025,"5003751",11622,0
2025,"5003801",21504,0
2025,"5003900",3751,0
2025,"5004007",10817,0
2025,"5004106",10116,0
2025,"5004304",13960,0
2025,"5004403",8764,0
2025,"5004502",25263,0
2025,"5004601",20060,0
2025,"5004700",30001,0
2025,"5004809",8441,0
2025,"5004908",7480,0
2025,"5005004",24504,0
2025,"5005103",3596,0
2025,"5005152",7067,0
2025,"5005202",22425,0
2025,"5005251",7037,0
2025,"5005400",48073,0
2025,"5005608",26512,0
2025,"5005681",20087,0
2025,"5005707",53014,0
2025,"5005806",13354,0
2025,"5006002",23409,0
2025,"5006200",50848,0
2025,"5006259",4801,0
2025,"5006275",5842,0
2025,"5006309",42638,0
2025,"5006358",13368,0
2025,"5006408",6910,0
2025,"5006606",98598,0
2025,"5006903",12721,0
2025,"5007109",24152,0
2025,"5007208",40419,0
2025,"5007307",4921,0
2025,"5007406",20454,0
2025,"5007505",5451,0
2025,"5007554",7165,0
2025,"5007695",32207,0
2025,"5007703",11322,0
2025,"5007802",8716,0
2025,"5007901",49735,0
2025,"5007935",14813,0
2025,"5007950",11205,0
2025,"5007976",3740,0
2025,"5008008",18182,0
2025,"5008305",143523,0
2025,"5008404",6505,0
